2005-09-10, North Texas,152,44,122,16,10,6,35,0,0,8,15,6,1,0,1647,14, Mid Tennessee,188,48,195,27,21,6,53,2,3,13,15,7,2,2,1953,7
2005-09-10, Tulsa,98,39,246,36,24,6,43,1,1,5,17,8,1,0,2081,15, Oklahoma,227,45,42,13,5,8,72,0,2,10,13,5,1,1,1519,31
2005-09-10, UL Monroe,94,32,126,39,16,11,101,0,2,8,16,2,4,1,1712,0, Wyoming,210,45,254,31,18,6,42,0,3,12,15,8,1,0,1888,38
2005-09-10, Colorado State,59,25,362,42,21,10,84,2,1,3,14,5,1,1,1649,24, Minnesota,355,59,190,24,11,6,50,0,1,16,14,8,2,1,1951,56
2005-09-10, Wofford,78,45,76,12,6,3,35,2,2,6,14,6,0,0,1633,7, West Virginia,339,64,172,18,12,5,47,0,0,14,19,11,3,1,1967,35
2005-09-10, Hawaii,123,28,236,43,25,10,103,0,1,7,12,5,2,0,1862,14, Michigan State,198,41,301,26,21,5,49,0,0,11,10,7,1,0,1738,42
2005-09-10, W Michigan,84,30,215,35,20,3,16,0,0,3,14,4,1,1,1627,23, Toledo,254,43,358,39,29,7,59,0,1,16,17,12,1,1,1973,56
2005-09-10, Liberty,29,28,132,16,11,4,21,3,1,3,9,1,1,0,1368,0, UConn,376,62,224,27,19,2,10,0,0,22,11,8,1,0,2232,59
2005-09-10, Samford,55,29,249,47,23,4,24,1,2,4,17,9,1,0,1827,14, Baylor,137,37,238,30,19,10,104,1,0,10,14,6,1,1,1773,48
2005-09-10, Cincinnati,31,34,329,49,29,7,54,2,2,4,20,8,2,0,2108,24, Penn State,148,37,245,22,15,4,44,2,1,7,10,5,0,0,1492,42
2005-09-10, The Citadel,26,32,65,27,16,8,38,2,1,3,17,3,2,0,1874,10, FSU,144,32,485,45,31,7,71,2,2,5,13,9,1,0,1726,62
2005-09-10, Villanova,85,31,359,54,33,9,78,1,0,6,15,6,6,0,1984,6, Rutgers,96,33,276,28,19,7,68,0,0,6,9,5,0,0,1616,38
2005-09-10, Vanderbilt,130,33,278,45,23,2,9,0,1,4,16,6,1,1,1877,28, Arkansas,194,43,204,30,17,9,88,0,1,12,15,5,3,1,1723,24
